Order_ID,Order_Date,Customer_Name,Category,Region,Sales_Channel,Quantity,Unit_Price,Discount,Sales_Amount,Cost_Amount,Payment_Method,Order_Status
ORD00017,2025-10-29,Aarav,Office Supplies,North,Mobile App,4,328.69,0.0,1314.76,813.42,UPI,Cancelled
ORD00018,2025-12-09,Ananya,Furniture,West,Store,8,5473.78,0.05,41600.73,31908.0,UPI,Completed
ORD00019,2025-02-19,Aarav,Electronics,North,Store,7,8954.29,0.15,53278.03,36767.56,Cash,Completed
ORD00020,2025-05-08,Rahul,Office Supplies,West,Online,4,4876.69,0.15,16580.75,9816.71,Credit Card,Returned
ORD00021,2025-10-09,Priya,Furniture,South,Store,2,1407.12,0.2,2251.39,1802.93,Debit Card,Returned
ORD00022,2025-04-20,Rohan,Office Supplies,West,Store,7,22575.71,0.05,150128.47,99639.05,Debit Card,Returned
ORD00023,2025-03-21,Aarav,Office Supplies,North,Online,4,7523.19,0.0,30092.76,21779.76,Net Banking,Returned
ORD00024,2025-09-15,Rahul,Electronics,North,Mobile App,3,1563.46,,3752.3,2153.95,UPI,Returned
ORD00025,2025-03-03,Rohan,Home Appliances,East,Store,4,14536.14,0.0,58144.56,42783.61,UPI,Cancelled
ORD00026,2025-05-03,Priya,Electronics,West,Mobile App,5,9985.28,0.1,44933.76,30877.01,Net Banking,Completed
ORD00027,2025-02-07,Priya,Furniture,East,Store,4,12721.23,0.05,48340.67,40121.68,UPI,Returned
ORD00028,2025-10-06,Vikram,Electronics,South,Store,5,15350.19,0.2,61400.76,33914.52,Credit Card,Completed
ORD00029,2025-10-11,Neha,Furniture,East,Mobile App,3,6917.85,0.2,16602.84,10180.68,Debit Card,Cancelled
ORD00030,2025-01-27,Neha,Furniture,East,Online,2,15911.97,0.1,28641.55,16131.67,,Returned
ORD00031,2025-10-15,Neha,Home Appliances,South,Store,1,2930.07,0.05,2783.57,1986.57,UPI,Completed
ORD00032,2025-06-07,Sneha,Furniture,North,Store,6,22489.69,0.0,134938.14,110605.74,Net Banking,Returned
ORD00033,2025-11-14,Rahul,Accessories,North,Online,3,23155.23,0.05,65992.41,53413.05,Cash,Returned
ORD00034,2025-12-09,Aarav,Accessories,South,Online,4,6780.12,0.0,27120.48,18028.68,Debit Card,Cancelled
ORD00035,2025-06-06,Vikram,Electronics,East,Store,4,5689.65,0.05,21620.67,14475.9,Net Banking,Returned
ORD00036,2025-12-14,Vikram,Furniture,East,Online,6,23490.04,0.0,140940.24,114600.13,Credit Card,Returned
ORD00037,2025-06-26,Sneha,Office Supplies,North,Mobile App,6,10994.39,0.2,52773.07,30856.08,Debit Card,Completed
ORD00038,2025-09-24,Neha,Home Appliances,East,Mobile App,4,9200.9,0.0,36803.6,30718.58,Credit Card,Cancelled
ORD00039,2025-09-17,Vikram,Home Appliances,South,Online,5,16722.29,0.1,75250.31,50471.9,Debit Card,Returned
ORD00040,2025-12-13,Aarav,Office Supplies,East,Online,3,15445.55,0.1,41702.98,28017.0,Debit Card,Cancelled
ORD00041,2025-08-27,Rahul,Electronics,East,Mobile App,8,11137.67,0.05,84646.29,59536.15,Net Banking,Cancelled
ORD00042,2025-02-17,Rahul,Electronics,North,Online,4,16868.97,0.05,64102.09,50766.86,Debit Card,Completed
ORD00043,2025-08-22,Rohan,Accessories,West,Online,7,22170.5,0.2,124154.8,75527.16,UPI,Completed
ORD00044,2025-02-24,Sneha,Electronics,West,Online,7,5588.2,0.2,31293.92,21572.93,Debit Card,Cancelled
ORD00045,2025-08-15,Rahul,Accessories,West,Store,7,20789.64,0.2,116421.98,79606.33,UPI,Cancelled
ORD00046,2025-09-24,Vikram,Furniture,East,Store,8,15724.7,0.1,113217.84,77210.24,Cash,Completed
ORD00047,2025-03-12,Priya,Accessories,West,Store,3,5896.85,0.05,16806.02,12804.94,Net Banking,Returned
ORD00048,2025-08-01,Aarav,Home Appliances,West,Store,1,5289.83,0.15,4496.36,2998.37,Credit Card,Cancelled
ORD00049,2025-06-02,Sneha,Accessories,South,Store,7,21358.18,0.15,127081.17,90413.95,Debit Card,Returned
ORD00050,2025-01-15,Ananya,Furniture,North,Store,7,8502.82,0.15,50591.78,38816.77,Net Banking,Completed
ORD00051,2025-02-12,Vikram,Accessories,East,Online,7,3522.13,0.15,20956.67,12668.7,Debit Card,Cancelled
ORD00052,2025-06-22,Priya,Accessories,North,Mobile App,7,7064.68,0.15,42034.85,26300.43,Net Banking,Completed
ORD00053,2025-06-29,Sneha,Furniture,North,Mobile App,4,16306.08,0.0,65224.32,50631.68,UPI,completed
ORD00054,2025-03-06,Ananya,Office Supplies,East,Online,8,16786.05,0.2,107430.72,89632.36,Net Banking,Completed
ORD00055,2025-03-25,Rohan,Accessories,South,Online,5,2836.25,0.0,14181.25,11751.52,Net Banking,Pending
ORD00056,2025-02-22,Aarav,Office Supplies,West,Mobile App,5,21279.79,0.2,85119.16,67385.3,Cash,Completed
ORD00057,2025-09-17,Priya,Accessories,East,Mobile App,6,464.41,0.15,2368.49,1886.97,Debit Card,Pending
ORD00058,2025-08-11,Ananya,Accessories,West,Mobile App,3,18384.81,0.1,49638.99,36473.42,Net Banking,Cancelled
ORD00059,2025-06-15,Ananya,Furniture,West,Mobile App,4,20793.67,0.0,83174.68,52706.0,Net Banking,Returned
ORD00060,2025-06-22,Sneha,Office Supplies,East,Store,1,12433.52,0.1,11190.17,6765.04,Cash,Cancelled
ORD00061,2025-10-12,Rohan,Accessories,South,Mobile App,1,12988.19,0.05,12338.78,7103.24,Debit Card,Returned
ORD00062,2025-08-18,Sneha,Office Supplies,East,Store,1,2462.38,0.05,2339.26,1570.39,Net Banking,Cancelled
ORD00063,2025-08-06,Vikram,Furniture,North,Mobile App,6,8892.49,0.15,45351.7,28629.39,UPI,Cancelled
ORD00064,2025-03-03,Vikram,Electronics,South,Store,3,4909.79,0.15,12519.96,7924.51,UPI,Cancelled
ORD00065,2025-04-02,Aarav,Electronics,East,Mobile App,5,501.59,0.2,2006.36,1179.69,UPI,Returned
ORD00066,2025-02-22,Neha,Furniture,North,Store,1,14415.5,0.15,12253.17,8498.97,Debit Card,Completed
ORD00067,2025-02-03,Aarav,Furniture,South,Mobile App,7,12369.9,0.2,69271.44,51180.08,Cash,Completed
ORD00068,2025-05-08,Sneha,Home Appliances,West,Store,2,14018.11,0.15,23830.79,17441.64,Debit Card,Cancelled
ORD00069,2025-10-29,Priya,Furniture,South,Store,7,7738.7,0.2,43336.72,24618.25,Credit Card,Pending
ORD00070,2025-05-03,Ananya,Home Appliances,West,Store,3,13867.01,,39520.98,21768.26,Credit Card,Pending
ORD00071,2025-05-28,Sneha,Office Supplies,South,Store,5,17619.24,0.15,74881.77,42783.99,,Pending
ORD00072,2025-11-28,Rahul,Office Supplies,East,Store,3,22724.02,0.05,64763.46,37007.33,Credit Card,Returned
ORD00073,2025-12-19,Ananya,Accessories,North,Mobile App,5,17538.38,0.1,78922.71,55257.08,Credit Card,Returned
ORD00074,2025-06-15,Aarav,Office Supplies,North,Online,5,792.74,0.05,3765.51,3157.66,Debit Card,Returned
ORD00075,2025-05-23,Ananya,Electronics,West,Store,3,24924.1,0.15,63556.45,47059.45,Debit Card,Cancelled
ORD00076,2025-06-14,Ananya,Office Supplies,West,Mobile App,2,21464.67,0.1,38636.41,26021.37,Credit Card,Returned
ORD00077,2025-02-15,Rohan,Home Appliances,North,Mobile App,6,6422.11,0.0,38532.66,32408.1,Net Banking,Returned
ORD00078,2025-07-31,Ananya,Accessories,North,Online,1,4811.43,0.1,4330.29,3190.52,Cash,Pending
ORD00079,2025-05-28,Sneha,Furniture,East,Mobile App,8,22039.04,0.15,149865.47,87885.28,Credit Card,Returned
ORD00080,2025-02-17,Priya,Furniture,West,Mobile App,4,24807.59,0.0,99230.36,68313.59,Cash,Cancelled
ORD00081,2025-08-01,Rahul,Accessories,South,Mobile App,8,24509.08,0.05,186269.01,127973.5,Net Banking,Pending
ORD00082,2025-02-05,Vikram,Electronics,East,Mobile App,5,19350.98,0.15,82241.66,53618.48,Cash,Returned
ORD00083,2025-03-18,Rohan,Accessories,East,Online,8,13533.73,0.1,97442.86,63311.74,UPI,Returned
ORD00084,2025-04-30,Rohan,Accessories,South,Store,7,1234.64,0.15,7346.11,5594.56,Credit Card,Pending
ORD00085,2025-09-15,Ananya,Electronics,South,Store,6,21762.05,0.15,110986.45,64362.54,UPI,Completed
ORD00086,2025-08-29,Neha,Home Appliances,West,Store,5,8563.25,0.15,36393.81,27111.6,Debit Card,Completed
ORD00087,2025-11-13,Priya,Accessories,North,Mobile App,2,5984.04,0.1,10771.27,9147.26,Credit Card,Returned
ORD00088,2025-03-27,Aarav,Office Supplies,East,Store,5,22600.09,0.0,113000.45,73146.59,Debit Card,Pending
ORD00089,2025-05-06,Priya,Home Appliances,West,Mobile App,7,14213.31,0.05,94518.51,56805.16,UPI,Returned
ORD00090,2025-10-26,Aarav,Accessories,East,Mobile App,3,5919.88,0.1,15983.68,10994.71,Net Banking,Pending
ORD00091,2025-02-07,Rohan,Office Supplies,West,Store,8,23639.11,0.2,151290.3,96787.41,UPI,Returned
ORD00092,2025-09-05,Vikram,Office Supplies,North,Mobile App,2,6044.56,0.2,9671.3,6360.7,Debit Card,Cancelled
ORD00093,2025-01-05,Vikram,Furniture,East,Online,1,22778.83,0.15,19362.01,15486.74,UPI,Cancelled
ORD00094,2025-12-14,Ananya,Electronics,East,Mobile App,3,15761.97,0.0,47285.91,30389.7,UPI,Completed
ORD00095,2025-06-01,Neha,Home Appliances,East,Online,6,18724.9,0.05,106731.93,65131.93,Cash,Returned
ORD00096,2025-06-01,Rahul,Furniture,West,Mobile App,6,20135.18,0.15,102689.42,86142.87,Cash,Completed
ORD00097,2025-07-22,Vikram,Home Appliances,West,Mobile App,1,6721.8,0.0,6721.8,4614.08,Cash,Completed
ORD00098,2025-12-12,Neha,Home Appliances,South,Mobile App,4,11866.2,0.2,37971.84,30957.32,Credit Card,Returned
ORD00099,2025-12-25,Aarav,Office Supplies,West,Online,5,16283.6,0.0,81418.0,48194.01,,Pending
ORD00100,2025-10-03,Rohan,Home Appliances,South,Store,3,9807.85,0.1,26481.2,19891.24,Credit Card,Returned
ORD00101,2025-11-12,Neha,Furniture,West,Store,7,23485.47,0.1,147958.46,82829.35,UPI,Cancelled
ORD00102,2025-02-20,Vikram,Furniture,North,Store,6,13679.98,0.1,73871.89,41971.42,Credit Card,Pending
ORD00103,2025-11-25,Rahul,Home Appliances,South,Online,1,1406.88,0.1,1266.19,788.93,Net Banking,Pending
ORD00104,2025-10-28,Rahul,Home Appliances,North,Store,4,20354.37,0.05,77346.61,50164.53,UPI,Pending
ORD00105,2025-10-04,Aarav,Furniture,North,Store,5,19993.07,0.0,99965.35,74805.8,UPI,Cancelled
ORD00106,2025-01-09,Priya,Electronics,West,Store,3,6744.38,0.05,19221.48,14848.89,Cash,Completed
ORD00107,2025-08-20,Vikram,Accessories,North,Online,4,23643.58,0.0,94574.32,72649.43,Debit Card,Returned
ORD00108,2025-08-07,Priya,Office Supplies,South,Online,2,12333.18,0.15,20966.41,11993.78,UPI,Cancelled
ORD00109,2025-11-16,Ananya,Home Appliances,West,Online,6,9615.47,0.2,46154.26,32731.08,Credit Card,Pending
ORD00110,2025-08-09,Ananya,Accessories,West,Mobile App,8,22219.06,0.15,151089.61,98462.0,Credit Card,Cancelled
ORD00111,2025-08-07,Ananya,Electronics,North,Online,6,16677.93,0.1,90060.82,75297.85,Credit Card,Returned
ORD00112,2025-02-19,Neha,Electronics,West,Store,6,20322.47,0.2,97547.86,55406.63,Debit Card,Completed
ORD00113,2025-05-28,Rahul,Accessories,South,Online,5,8888.41,0.2,35553.64,24966.61,Cash,Cancelled
ORD00114,2025-02-28,Aarav,Home Appliances,East,Online,5,14416.39,0.15,61269.66,49233.02,UPI,Cancelled
ORD00115,2025-12-26,Rahul,Home Appliances,West,Online,5,23050.21,0.1,103725.94,57239.27,UPI,Completed
ORD00116,2025-02-16,Neha,Office Supplies,East,Mobile App,4,9498.43,0.15,32294.66,21064.8,Net Banking,Completed
ORD00117,2025-01-27,Priya,Office Supplies,West,Mobile App,3,4061.64,0.2,9747.94,5506.89,Debit Card,Returned
ORD00118,2025-11-07,Priya,Office Supplies,West,Online,8,10442.47,0.05,79362.77,61623.84,Cash,Returned
ORD00119,2025-09-27,Aarav,Electronics,South,Store,5,1278.62,0.15,5434.13,4593.65,UPI,Pending
ORD00120,2025-05-11,Rohan,Furniture,South,Store,5,8303.84,0.0,41519.2,29030.87,Net Banking,Pending
ORD00121,2025-09-14,Ananya,Electronics,East,Mobile App,6,1941.08,0.0,11646.48,7929.69,Debit Card,Returned
ORD00122,2025-12-30,Neha,Furniture,West,Mobile App,7,7344.45,0.15,43699.48,24308.14,Cash,Completed
ORD00123,2025-08-12,Priya,Accessories,East,Mobile App,2,6196.41,0.2,9914.26,6643.89,Cash,Pending
ORD00124,2025-06-20,Sneha,Office Supplies,East,Mobile App,3,2048.03,0.0,6144.09,4357.27,UPI,Pending
ORD00125,2025-02-22,Priya,Furniture,West,Store,3,6510.81,0.05,18555.81,13559.1,Net Banking,Returned
ORD00126,2025-12-15,Priya,Accessories,West,Mobile App,6,21626.53,0.1,116783.26,69519.58,Cash,Cancelled
ORD00127,2025-10-30,Ananya,Electronics,North,Store,1,8895.76,0.0,8895.76,5721.06,Cash,Completed
ORD00128,2025-11-27,Aarav,Accessories,South,Store,2,15432.96,0.2,24692.74,16429.18,Net Banking,Returned
ORD00129,2025-09-14,Neha,Electronics,South,Online,3,23949.4,0.15,61070.97,35485.32,UPI,Returned
ORD00130,2025-08-13,Neha, Home Appliances ,North,Mobile App,3,9192.86,0.1,24820.72,16536.18,Cash,Completed
ORD00131,2025-06-18,Rahul,Office Supplies,North,Mobile App,2,14015.39,0.15,23826.16,15135.43,UPI,Cancelled
ORD00132,2025-06-08,Rohan,Office Supplies,South,Mobile App,7,3354.45,0.0,23481.15,15095.43,Net Banking,Completed
ORD00133,2025-11-27,Rahul,Furniture,East,Store,7,12785.94,0.0,89501.58,58961.79,UPI,Pending
ORD00134,2025-03-12,Aarav,Office Supplies,South,Mobile App,3,2067.55,0.0,6202.65,4356.16,Debit Card,Pending
ORD00135,2025-03-25,Rahul,Accessories,North,Store,3,20808.92,0.2,49941.41,39589.21,Cash,Pending
ORD00136,2025-08-16,Sneha,Office Supplies,West,Online,5,18846.92,0.15,80099.41,49677.72,Cash,Returned
ORD00137,2025-08-25,Rahul,Furniture,South,Store,5,19486.38,0.2,77945.52,55203.97,Credit Card,Returned
ORD00138,2025-07-10,Vikram,Electronics,South,Store,2,17828.31,0.2,28525.3,22972.85,Debit Card,Pending
ORD00139,2025-08-12,Neha,Electronics,West,Online,2,23668.37,0.05,44969.9,35751.56,Debit Card,Cancelled
ORD00140,2025-05-01,Neha,Electronics,East,Online,7,24863.95,0.1,156642.89,96705.31,UPI,Completed
ORD00141,2025-05-27,Ananya,Accessories,North,Online,8,17447.39,0.05,132600.16,103116.83,Credit Card,Cancelled
ORD00142,2025-04-21,Priya,Office Supplies,South,Store,3,13787.79,0.2,33090.7,23439.18,Credit Card,Completed
ORD00143,2025-05-03,Priya,Accessories,North,Mobile App,7,16027.95,0.2,89756.52,61674.76,Net Banking,Pending
ORD00144,2025-03-15,Rohan,Furniture,North,Mobile App,5,10816.59,0.2,43266.36,28376.02,Cash,Completed
ORD00145,2025-09-27,Rohan,Office Supplies,East,Mobile App,1,9852.78,0.15,8374.86,4715.55,Credit Card,Cancelled
ORD00146,2025-02-04,Neha,Furniture,North,Store,6,6141.98,0.0,36851.88,28797.92,Net Banking,Cancelled
ORD00147,2025-11-26,Ananya,Furniture,South,Online,3,20785.03,0.15,53001.83,44746.57,Debit Card,Completed
ORD00148,2025-05-31,Neha,Office Supplies,West,Mobile App,4,1238.59,0.05,4706.64,3839.38,Debit Card,Cancelled
ORD00149,2025-01-19,Neha,Office Supplies,North,Store,4,7259.86,0.0,29039.44,23514.38,Debit Card,Returned
ORD00150,2025-08-14,Ananya,Office Supplies,East,Online,7,8575.06,0.05,57024.15,39851.95,Debit Card,Completed
ORD00151,2025-08-09,Neha,Office Supplies,East,Store,3,13705.04,0.1,37003.61,21490.93,Net Banking,Returned
ORD00152,2025-03-27,Neha,Home Appliances,West,Store,8,8885.94,0.0,71087.52,54598.37,Credit Card,Completed
ORD00153,2025-12-10,Rahul,Home Appliances,West,Online,7,9178.28,0.05,61035.56,51015.77,UPI,Completed
ORD00154,2025-05-01,Rahul,Accessories,East,Store,6,9149.44,0.2,43917.31,24581.2,Debit Card,Completed
ORD00155,2025-10-21,Vikram,Furniture,North,Online,3,13307.08,0.15,33933.05,21863.59,UPI,Returned
ORD00156,2025-09-23,Vikram,Accessories,South,Mobile App,7,22851.53,0.0,159960.71,100540.59,Cash,Returned
ORD00157,2025-04-13,Ananya,Electronics,East,Mobile App,2,3522.85,0.0,7045.7,4830.62,Cash,Completed
ORD00158,2025-10-09,Rahul,Office Supplies,South,Online,5,22299.59,0.05,105923.05,80876.77,UPI,Pending
ORD00159,2025-05-02,Ananya,Home Appliances,South,Mobile App,8,803.16,0.2,5140.22,3709.61,Credit Card,Completed
ORD00160,2025-06-08,Rohan,Home Appliances,North,Online,7,24989.94,0.15,148690.14,105229.31,Cash,Completed
ORD00161,2025-08-19,Rahul,Furniture,West,Mobile App,8,17050.71,0.1,122765.11,72247.31,Credit Card,Completed
ORD00162,2025-09-23,Sneha,Office Supplies,East,Online,3,7707.49,0.05,21966.35,14207.8,Cash,Pending
ORD00163,2025-11-22,Priya,Home Appliances,South,Mobile App,5,3260.48,0.1,14672.16,10774.19,Net Banking,Pending
ORD00164,2025-03-29,Aarav,Electronics,North,Mobile App,6,21086.87,0.2,101216.98,56920.21,Net Banking,Cancelled
ORD00165,2025-11-30,Aarav,Accessories,East,Mobile App,4,19208.93,0.15,65310.36,48031.36,Cash,Returned
ORD00166,2025-05-06,Rahul,Accessories,West,Store,7,7541.23,0.0,52788.61,39939.02,Debit Card,Pending
ORD00167,2025-06-24,Neha,Accessories,South,Store,3,7917.68,0.1,21377.74,16466.42,Net Banking,Completed
ORD00168,2025-06-13,Rahul,Electronics,North,Store,4,11741.84,0.1,42270.62,28950.25,Debit Card,Returned
ORD00169,2025-05-08,,Furniture,West,Mobile App,3,20364.92,0.2,48875.81,37455.42,Debit Card,Returned
ORD00170,2025-06-07,Sneha,Furniture,East,Online,8,725.93,0.15,4936.32,3463.49,Credit Card,Cancelled
ORD00171,2025-09-11,Rohan,Furniture,East,Mobile App,8,7250.85,0.0,58006.8,46646.27,Cash,Returned
ORD00172,2025-07-07,Neha,Home Appliances,East,Online,1,10104.45,0.2,8083.56,5808.4,Debit Card,Returned
ORD00173,2025-10-09,Priya,Furniture,North,Store,5,20658.99,0.2,82635.96,62317.4,Cash,Cancelled
ORD00174,2025-10-13,Rohan,Home Appliances,North,Online,6,18910.88,0.05,107792.02,78767.82,Credit Card,Pending
ORD00175,2025-06-20,Rahul,Office Supplies,East,Online,8,13055.42,0.05,99221.19,72617.82,Debit Card,Cancelled
ORD00176,2025-10-31,Vikram,Accessories,North,Store,6,12756.78,0.2,61232.54,43456.85,Cash,Completed
ORD00177,2025-08-02,Vikram,Home Appliances,South,Mobile App,5,19949.36,0.0,99746.8,72722.69,Credit Card,Returned
ORD00178,2025-03-29,Priya,Furniture,North,Store,7,3822.23,0.05,25417.83,14220.54,Cash,Returned
ORD00179,2025-03-19,Ananya,Electronics,South,Mobile App,7,17308.93,0.15,102988.13,72147.91,UPI,Cancelled
ORD00180,2025-12-06,Ananya,Home Appliances,East,Mobile App,8,13208.11,0.1,95098.39,79597.89,Cash,Cancelled
ORD00181,2025-11-09,Vikram,Furniture,East,Store,8,4927.76,0.05,37450.98,23732.76,UPI,Returned
ORD00182,2025-06-12,Rohan,Accessories,East,Online,8,8817.76,0.1,63487.87,40399.67,Cash,Completed
ORD00183,2025-05-28,Ananya,Furniture,South,Mobile App,2,8757.13,0.15,14887.12,11117.58,Cash,Cancelled
ORD00184,2025-03-12,Aarav,Home Appliances,South,Mobile App,2,15449.57,0.2,24719.31,15370.09,UPI,Completed
ORD00185,2025-02-21,Rahul,Electronics,South,Store,7,8357.8,0.15,49728.91,28850.9,Debit Card,Returned
ORD00186,2025-11-30,Aarav,Electronics,South,Mobile App,4,18934.39,0.1,68163.8,44057.69,Credit Card,Pending
ORD00187,2025-08-02,Rohan,Accessories,South,Mobile App,3,23357.98,0.0,70073.94,59503.39,Cash,Completed
ORD00188,2025-01-05,Neha,Office Supplies,West,Mobile App,5,14263.85,0.0,71319.25,59090.6,Net Banking,Returned
ORD00189,2025-03-10,Ananya,Office Supplies,South,Online,8,6930.0,0.0,55440.0,35991.94,Cash,Cancelled
ORD00190,2025-10-18,Neha,Electronics,West,Mobile App,4,4511.05,0.15,15337.57,12240.87,Credit Card,Pending
ORD00191,2025-03-13,Rohan,Furniture,West,Store,8,8191.5,0.05,62255.4,34368.03,Cash,Cancelled
ORD00192,2025-10-26,Aarav,Electronics,West,Store,1,6649.6,0.1,5984.64,4535.34,UPI,Returned
ORD00193,2025-12-18,Sneha,Furniture,South,Store,5,17303.72,0.1,77866.74,51412.54,UPI,Returned
ORD00194,2025-11-07,Sneha,Furniture,North,Mobile App,6,10483.76,0.2,50322.05,41457.27,Debit Card,Returned 
ORD00195,2025-02-09,,Home Appliances,South,Online,2,1684.69,0.2,2695.5,2212.65,Cash,Returned
ORD00196,2025-03-01,Ananya,Electronics,West,Online,4,17965.41,0.15,61082.39,35261.79,Net Banking,Returned
ORD00197,2025-08-22,Rohan,Office Supplies,North,Mobile App,1,14036.11,0.1,12632.5,9688.93,UPI,Completed
ORD00198,2025-01-24,, Electronics ,West,Online,7,8711.54,0.0,60980.78,43439.6,Cash,Returned
ORD00199,2025-04-03,Rohan,Accessories,West,Store,3,19180.82,0.15,48911.09,32395.69,Credit Card,Pending
ORD00200,2025-12-01,Rahul,Furniture,North,Online,6,3098.03,0.2,14870.54,9932.3,Cash,Returned
ORD00201,2025-12-11,Neha,Furniture,East,Online,7,13368.55,0.05,88900.86,55496.68,Credit Card,Completed
ORD00202,2025-12-05,Priya,Electronics,North,Store,7,15430.84,0.0,108015.88,67207.47,Net Banking,Completed
ORD00203,2025-05-06,Aarav,Furniture,East,Online,1,10146.29,0.05,9638.98,6862.26,Net Banking,Cancelled
ORD00204,2025-10-23,Sneha,Accessories,East,Store,6,6037.07,0.05,34411.3,29101.93,Credit Card,Pending
ORD00205,2025-11-17,Rohan,Home Appliances,East,Mobile App,7,13962.89,0.0,97740.23,82266.69,Debit Card,Returned
ORD00206,2025-03-18,Sneha,Office Supplies,South,Store,5,9505.04,0.2,38020.16,26312.07,Credit Card,Returned
ORD00207,2025-08-02,Priya,Accessories,East,Online,3,9802.21,0.1,26465.97,16170.73,Net Banking,Pending
ORD00208,2025-01-27,Priya,Furniture,South,Store,5,9522.62,0.2,38090.48,27839.44,UPI,Cancelled
ORD00209,2025-06-05,Priya,Accessories,South,Mobile App,1,5413.42,0.05,5142.75,4312.83,Net Banking,Pending
ORD00210,2025-07-23,Neha,Office Supplies,East,Store,4,13869.17,0.1,49929.01,33162.77,Net Banking,Returned
ORD00211,2025-08-27,Neha,Furniture,East,Store,2,20099.99,0.15,34169.98,26600.94,Debit Card,Completed
ORD00212,2025-10-16,Rohan,Office Supplies,South,Online,4,18570.12,0.0,74280.48,46665.39,Cash,Pending
ORD00213,2025-07-14,Ananya,Accessories,West,Online,4,12557.64,0.1,45207.5,28354.05,Cash,Pending
ORD00214,2025-03-13,Aarav,Home Appliances,North,Online,8,4723.59,0.2,30230.98,25608.57,Credit Card,Completed
ORD00215,2025-07-31,Rahul,Electronics,South,Mobile App,3,21087.24,0.05,60098.63,34279.68,Debit Card,Cancelled
ORD00216,2025-01-31,,Electronics,North,Mobile App,8,16533.22,0.0,132265.76,73008.54,Cash,Cancelled
ORD00217,2025-01-09,Priya,Home Appliances,South,Online,7,20183.27,0.05,134218.75,78129.4,UPI,Cancelled
ORD00218,2025-07-01,Rohan,Accessories,South,Mobile App,5,19904.17,0.0,99520.85,65874.39,UPI,Cancelled
ORD00219,2025-12-17,Rohan,Accessories,West,Online,2,16395.33,0.0,32790.66,18954.65,Credit Card,Pending
ORD00220,2025-02-12,Priya,Home Appliances,North,Online,8,21156.45,0.1,152326.44,109638.02,UPI,Returned
ORD00221,2025-05-19,Aarav,Furniture,East,Online,1,23115.36,0.1,20803.82,17054.84,UPI,Pending
ORD00222,2025-12-31,Sneha,Home Appliances,West,Mobile App,7,23232.54,0.1,146365.0,87633.86,Net Banking,Cancelled
ORD00223,2025-07-16,Neha,Electronics,North,Store,3,19793.88,0.0,59381.64,41581.27,UPI,Completed
ORD00224,2025-06-24,Vikram,Accessories,West,Online,7,24227.68,0.1,152634.38,85305.48,Cash,Returned
ORD00225,2025-08-10,Vikram,Furniture,North,Online,3,17040.42,0.15,43453.07,25016.29,Cash,Pending
ORD00226,2025-07-14,Priya,Electronics,East,Store,3,18530.43,0.1,50032.16,32931.67,Cash,Cancelled
ORD00227,2025-02-22,Rohan,Electronics,North,Online,3,2319.34,0.15,5914.32,4049.26,Cash,Completed
ORD00228,2025-11-02,Rohan,Electronics,South,Mobile App,6,21613.4,0.0,129680.4,82678.28,Net Banking,Pending
ORD00229,2025-12-17,Ananya,Furniture,North,Online,7,4362.12,0.1,27481.36,17597.4,Debit Card,Cancelled
ORD00230,2025-08-04,Sneha,Accessories,South,Store,5,12183.15,0.0,60915.75,40103.12,Credit Card,Pending
